RowNumber,CustomerId,Surname,FirstName,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1302,11693105,Srivastava,Nikhil,567,Gujarat,Male,47,8,459482.45,3,0,0,1539483.76,0
1303,11686229,Reddy,Amit,534,Maharashtra,Male,32,6,139851.55,2,1,0,851675.12,0
1304,11725990,Chopra,Siddharth,514,Karnataka,Male,22,1,0.0,2,1,0,2149213.87,0
1305,19649849,Gupta,Siddharth,755,Tamil Nadu,Male,21,9,0.0,2,1,1,2010964.23,0
1306,16080947,Rao,Suresh,577,Gujarat,Male,21,1,0.0,2,1,0,2085672.92,1
1307,10019663,Gupta,Sneha,638,Tamil Nadu,Female,53,3,0.0,2,1,1,2492985.3,0
1308,16863622,Saxena,Suresh,464,Tamil Nadu,Male,42,1,1461261.06,2,1,1,896743.36,0
1309,11167744,Patel,Kavya,340,Delhi,Female,32,0,0.0,1,0,1,2441357.2,0
1310,14472201,Sharma,Aarav,512,Tamil Nadu,Male,59,5,921239.81,1,0,0,666207.09,0
1311,13139512,Joshi,Nikhil,414,Maharashtra,Male,56,9,1151588.99,1,1,1,390321.74,0
1312,13135401,Bose,Aarav,760,Gujarat,Male,41,4,0.0,1,1,1,203791.9,0
1313,17327099,Chatterjee,Rohan,434,Karnataka,Male,40,2,0.0,1,1,1,723564.07,0
1314,15137859,Kumar,Nisha,644,Tamil Nadu,Female,56,0,694190.41,2,1,1,905152.96,0
1315,19785346,Mehta,Nisha,332,Karnataka,Female,46,8,961345.21,2,0,0,897257.15,1
1316,14244418,Gupta,Meera,814,Karnataka,Female,51,7,1259190.23,2,1,0,2337440.61,0
1317,16837989,Tiwari,Rekha,850,Karnataka,Female,21,5,0.0,1,0,1,906329.38,0
1318,12530972,Banerjee,Amit,651,Tamil Nadu,Male,58,5,0.0,2,1,1,1709507.61,1
1319,13512057,Iyer,Vikram,799,Maharashtra,Male,34,3,1405388.43,1,1,0,2466038.66,0
1320,10763220,Pandey,Nisha,797,Maharashtra,Female,46,1,305945.06,2,1,0,861947.72,1
1321,14503293,Reddy,Anjali,578,Maharashtra,Female,62,3,1033964.02,2,1,1,2442732.84,0
1322,18610763,Nair,Karan,749,Maharashtra,Male,27,1,0.0,2,0,1,1949351.2,0
1323,11907998,Banerjee,Deepak,601,Gujarat,Male,32,6,1352234.52,1,0,0,2065009.41,0
1324,12108589,Mishra,Nikhil,817,Maharashtra,Male,44,8,1123301.95,2,1,0,1499358.98,0
1325,13303367,Verma,Divya,576,Gujarat,Female,39,1,0.0,1,1,1,1984089.01,0
1326,16638444,Kumar,Siddharth,379,Delhi,Male,29,8,0.0,1,0,1,1595214.06,0
1327,15195236,Gupta,Rajesh,750,Maharashtra,Male,55,8,1454856.18,3,1,0,1304682.68,0
1328,16682046,Agarwal,Rahul,554,Tamil Nadu,Male,24,7,1270117.3,3,1,0,2161703.78,0
1329,19904179,Shah,Neha,513,Tamil Nadu,Female,62,0,0.0,1,1,0,2084116.44,0
1330,12505006,Malhotra,Rohan,406,Karnataka,Male,52,4,464420.66,2,1,0,1098621.33,0
1331,14599528,Patel,Divya,400,Karnataka,Female,26,9,496743.74,1,0,1,276230.84,0
1332,19375398,Rao,Arjun,667,Tamil Nadu,Male,48,3,722187.98,1,0,1,2328437.2,0
1333,11095154,Nair,Sunita,861,Maharashtra,Female,48,6,417482.78,2,1,1,1995045.32,1
1334,10404945,Rao,Priya,328,Gujarat,Female,60,7,1244920.24,1,0,1,2170075.86,0
1335,19526605,Chatterjee,Amit,656,Gujarat,Male,49,9,0.0,2,0,1,234984.62,0
1336,18233643,Nair,Rohan,702,Tamil Nadu,Male,62,7,23762.75,1,1,0,2207839.58,1
1337,16570464,Pandey,Rahul,394,Maharashtra,Male,25,1,587335.11,2,1,0,1267818.69,0
1338,10443409,Menon,Karan,869,Tamil Nadu,Male,25,2,0.0,2,1,0,2292056.9,0
1339,15027702,Chopra,Rekha,441,Maharashtra,Female,57,9,990582.94,2,1,1,1785739.04,0
1340,17823294,Reddy,Nikhil,424,Maharashtra,Male,61,9,0.0,2,0,0,1167508.75,0
1341,14139072,Shah,Aarav,362,Delhi,Male,48,6,748467.13,3,1,0,467024.76,0
1342,12834655,Saxena,Aditya,671,Karnataka,Male,61,3,0.0,3,1,0,1473715.21,0
1343,15483676,Kapoor,Vikram,503,Gujarat,Male,29,5,0.0,2,1,1,1824704.94,0
1344,15777722,Iyer,Ananya,619,Tamil Nadu,Female,49,7,274427.48,2,0,1,2277413.53,0
1345,18073947,Singh,Aditya,438,Tamil Nadu,Male,34,7,1459704.35,2,1,1,2233918.99,0
1346,18922519,Gupta,Priya,474,Delhi,Female,58,6,623205.71,1,1,0,780058.95,0
1347,14580567,Desai,Anjali,791,Delhi,Female,60,1,962232.65,1,1,0,354147.57,1
1348,13690774,Shah,Arjun,481,Delhi,Male,54,1,313292.99,1,1,0,1269801.16,1
1349,16334443,Menon,Nikhil,796,Gujarat,Male,57,2,0.0,2,1,1,821317.76,0
1350,17794944,Sharma,Riya,428,Maharashtra,Female,62,3,1420424.63,1,0,0,916424.03,0
1351,17044656,Reddy,Rahul,821,Gujarat,Male,34,0,1191280.36,2,0,1,1728408.71,0
1352,16524425,Srivastava,Pranav,560,Karnataka,Male,38,4,657062.09,1,0,1,1912120.62,0
1353,15711015,Saxena,Suresh,352,Delhi,Male,53,6,625729.28,2,1,1,1881786.7,0
1354,13680485,Patel,Pooja,390,Tamil Nadu,Female,54,9,1335245.99,2,1,0,2075957.2,1
1355,12955123,Shah,Anjali,549,Karnataka,Female,48,4,1303722.7,1,1,1,280832.11,0
1356,11836939,Menon,Suresh,527,Gujarat,Male,56,6,1387251.01,2,1,0,2419701.47,0
1357,14240413,Shah,Rohan,735,Gujarat,Male,57,4,0.0,2,1,1,965254.15,0
1358,15897084,Sharma,Anjali,857,Delhi,Female,43,9,994937.75,1,1,0,1031676.27,0
1359,14839443,Kumar,Divya,388,Delhi,Female,62,7,1009274.87,2,1,1,1646349.24,0
1360,14074307,Malhotra,Divya,594,Karnataka,Female,37,6,543206.16,1,1,1,702921.63,0
1361,17400681,Nair,Shreya,341,Gujarat,Female,31,0,146356.56,1,1,0,1752582.78,0
1362,13000638,Singh,Rohan,842,Maharashtra,Male,52,0,161062.8,1,0,1,788895.88,0
1363,17930643,Verma,Isha,882,Karnataka,Female,57,4,1265127.46,2,0,1,1808179.87,0
1364,17145291,Banerjee,Manish,772,Karnataka,Male,35,1,0.0,2,1,1,2077297.36,0
1365,11544677,Malhotra,Aditya,769,Tamil Nadu,Male,24,8,1336137.91,2,1,0,2268508.35,0
1366,17926790,Patel,Isha,374,Maharashtra,Female,59,1,432995.28,2,0,1,1127065.89,1
1367,18421065,Singh,Siddharth,687,Tamil Nadu,Male,50,8,0.0,1,0,1,2052351.96,1
1368,11661690,Shah,Meera,781,Gujarat,Female,30,9,592340.78,1,1,1,1258972.22,0
1369,13708454,Mehta,Rahul,839,Maharashtra,Male,43,1,1087347.28,2,1,1,750449.69,0
1370,14283074,Chopra,Divya,301,Maharashtra,Female,44,3,0.0,2,1,1,1877190.31,0
1371,17641717,Agarwal,Shreya,837,Gujarat,Female,56,2,229522.71,1,1,1,863270.52,0
1372,17084645,Saxena,Arjun,470,Maharashtra,Male,25,5,1471789.4,2,1,0,576082.24,0
1373,11874391,Singh,Anjali,773,Gujarat,Female,57,3,0.0,1,1,0,461168.96,0
1374,18248116,Bose,Suresh,721,Karnataka,Male,63,8,411483.77,2,1,0,1102702.22,1
1375,19708334,Rao,Kavya,832,Maharashtra,Female,39,8,0.0,2,1,0,1910782.31,0
1376,11851441,Kapoor,Nikhil,585,Gujarat,Male,57,9,345283.17,2,0,0,2068250.54,0
1377,13640006,Das,Anjali,337,Delhi,Female,28,8,1488317.32,2,1,0,2116331.91,0
1378,10512332,Das,Suresh,424,Karnataka,Male,27,2,525714.12,2,1,0,1172968.46,0
1379,11080790,Gupta,Rohan,614,Delhi,Male,60,2,0.0,1,0,1,267671.68,0
1380,19929667,Menon,Pranav,870,Karnataka,Male,33,3,0.0,2,1,0,593819.35,0
1381,10660640,Rao,Amit,343,Maharashtra,Male,57,8,0.0,2,0,1,633159.11,0
1382,17230228,Bose,Priya,631,Delhi,Female,47,5,0.0,2,0,1,1348803.92,0
1383,15682287,Patel,Riya,842,Gujarat,Female,38,8,0.0,1,1,1,2304789.63,0
1384,17113009,Rao,Anjali,464,Delhi,Female,44,7,350177.23,2,0,1,482256.09,1
1385,10454606,Chatterjee,Manish,657,Tamil Nadu,Male,61,6,1197362.33,1,0,0,258112.5,0
1386,17684269,Agarwal,Karan,811,Delhi,Male,22,4,0.0,1,1,0,180994.2,1
1387,13623590,Verma,Karan,754,Tamil Nadu,Male,36,8,138225.53,2,1,0,2269370.66,0
1388,15026281,Sharma,Priya,518,Maharashtra,Female,34,3,563158.23,1,1,1,2087341.8,0
1389,18386499,Menon,Riya,483,Gujarat,Female,37,3,0.0,1,0,1,2414139.4,0
1390,19162903,Kumar,Manish,682,Karnataka,Male,26,7,0.0,1,0,0,1804769.06,1
1391,17701356,Gupta,Siddharth,598,Maharashtra,Male,55,3,265380.4,2,1,0,1596763.77,0
1392,14722811,Chopra,Rohan,702,Maharashtra,Male,37,6,1265384.97,1,1,0,465792.2,0
1393,14191344,Yadav,Divya,740,Maharashtra,Female,58,3,709310.21,1,1,1,1515561.62,0
1394,14855030,Agarwal,Rekha,876,Karnataka,Female,60,0,1293460.61,2,1,1,2014677.7,0
1395,13442862,Banerjee,Sunita,678,Delhi,Female,26,9,1146442.75,1,1,1,2196857.75,0
1396,17523297,Bose,Deepak,861,Tamil Nadu,Male,58,8,1084529.97,1,1,1,2198631.36,0
1397,10576945,Verma,Shreya,608,Delhi,Female,41,3,408997.01,2,0,0,884111.85,0
1398,17072912,Chatterjee,Priya,769,Maharashtra,Female,55,2,0.0,2,0,1,620717.68,0
1399,13139165,Nair,Aditya,350,Karnataka,Male,43,2,0.0,2,1,0,524388.38,0
1400,12163968,Joshi,Rohan,575,Tamil Nadu,Male,32,8,1282075.63,1,1,1,1674221.08,0
1401,17585287,Singh,Manish,856,Maharashtra,Male,49,7,0.0,2,0,0,342445.45,1
1402,11760640,Kumar,Manish,733,Maharashtra,Male,47,9,604673.75,2,1,0,2199796.94,0
1403,15653860,Desai,Kavya,679,Maharashtra,Female,26,6,692484.37,1,0,1,2054112.0,0
1404,12107302,Nair,Nikhil,414,Tamil Nadu,Male,41,6,0.0,2,1,1,196091.97,0
1405,12656740,Banerjee,Anjali,435,Tamil Nadu,Female,27,3,689494.14,2,0,1,1543002.83,0
1406,17845764,Iyer,Anjali,666,Karnataka,Female,63,2,148448.08,1,1,0,1648939.22,1
1407,11239273,Mishra,Suresh,320,Tamil Nadu,Male,61,3,0.0,2,0,1,2282175.25,0
1408,14108348,Mishra,Riya,829,Tamil Nadu,Female,36,5,1173281.09,1,1,1,1420812.85,0
1409,11068981,Tiwari,Pranav,661,Karnataka,Male,25,3,649814.53,2,1,1,299981.29,0
1410,17819512,Saxena,Aditya,570,Gujarat,Male,35,3,0.0,2,1,1,1765540.52,0
1411,10358076,Mehta,Aditya,518,Maharashtra,Male,41,1,814384.21,1,1,0,990841.83,1
1412,18688345,Verma,Rohan,618,Maharashtra,Male,24,6,91619.49,2,0,0,1362179.89,1
1413,11834117,Srivastava,Suresh,765,Delhi,Male,25,5,0.0,2,0,1,735144.38,0
1414,16258616,Tiwari,Arjun,703,Maharashtra,Male,27,1,313558.21,1,1,1,2176254.09,0
1415,10486471,Mishra,Suresh,420,Karnataka,Male,55,4,1497250.83,2,0,0,1544375.86,0
1416,13392175,Kapoor,Deepak,361,Gujarat,Male,56,5,190380.92,1,1,1,1908870.22,0
1417,18909055,Mishra,Meera,396,Maharashtra,Female,35,4,0.0,2,0,0,528946.63,0
1418,10307912,Banerjee,Rohan,735,Maharashtra,Male,48,3,1019014.27,1,0,0,1490932.9,0
1419,13464454,Verma,Nisha,713,Karnataka,Female,22,8,0.0,1,0,1,879559.62,0
1420,18787752,Rao,Nikhil,428,Gujarat,Male,25,2,0.0,1,0,1,239253.36,0
1421,11279915,Das,Riya,545,Delhi,Female,27,1,0.0,2,1,0,1870327.6,1
1422,17384081,Gupta,Manish,309,Karnataka,Male,42,8,0.0,2,1,0,2451582.43,0
1423,19434748,Sharma,Meera,876,Maharashtra,Female,51,7,867883.64,2,1,1,1868633.1,0
1424,16777953,Mishra,Amit,716,Maharashtra,Male,52,8,0.0,2,1,1,375001.76,0
1425,10636951,Nair,Rekha,648,Gujarat,Female,28,9,0.0,1,0,1,1641589.86,1
1426,13470852,Reddy,Nikhil,718,Gujarat,Male,61,2,1339929.13,1,1,0,2102674.52,0
1427,10598560,Chatterjee,Pranav,464,Maharashtra,Male,62,0,0.0,2,0,1,554225.27,0
1428,14517109,Gupta,Neha,478,Gujarat,Female,31,0,534062.62,1,0,1,2455640.09,0
1429,19585015,Sharma,Amit,353,Karnataka,Male,21,2,984375.24,1,0,1,1626795.96,0
1430,14825935,Saxena,Arjun,618,Gujarat,Male,60,3,613388.61,2,1,0,2458377.22,0
1431,12875424,Bose,Rajesh,345,Karnataka,Male,39,1,0.0,1,1,1,1641981.15,0
1432,11199742,Reddy,Isha,729,Karnataka,Female,64,7,0.0,1,1,1,1731380.27,0
1433,19449688,Srivastava,Divya,676,Karnataka,Female,58,2,0.0,1,1,1,1942243.55,0
1434,14268182,Malhotra,Rahul,477,Tamil Nadu,Male,62,3,0.0,1,1,1,2044855.35,0
1435,16681477,Malhotra,Kavya,818,Maharashtra,Female,57,5,790467.74,2,1,0,2217910.82,0
1436,15115869,Tiwari,Arjun,895,Maharashtra,Male,27,9,0.0,1,0,0,1924822.26,0
1437,17509570,Malhotra,Manish,427,Delhi,Male,59,5,517037.5,1,0,1,1245921.41,0
1438,17709213,Shah,Kavya,790,Tamil Nadu,Female,45,1,416151.23,2,1,1,768944.76,0
1439,18448679,Verma,Rekha,533,Maharashtra,Female,42,5,1036991.61,2,1,1,1101357.36,0
1440,11645783,Agarwal,Priya,311,Tamil Nadu,Female,47,3,1217244.1,2,0,0,2314083.91,0
1441,18497048,Mishra,Rohan,885,Gujarat,Male,61,4,582437.86,2,0,1,2182298.95,0
1442,13521963,Verma,Siddharth,849,Maharashtra,Male,58,6,0.0,2,0,0,1020549.11,1
1443,14921920,Pillai,Rahul,787,Tamil Nadu,Male,59,6,37136.46,2,1,0,1161966.83,0
1444,17334543,Kumar,Nikhil,706,Delhi,Male,35,5,0.0,2,1,0,862643.95,0
1445,12909514,Desai,Amit,778,Gujarat,Male,22,9,378788.81,2,1,1,1623125.95,0
1446,13160777,Singh,Anjali,513,Maharashtra,Female,28,5,622277.35,2,1,1,1015294.78,0
1447,16595651,Pandey,Pooja,320,Tamil Nadu,Female,64,5,838127.7,1,0,0,2044061.4,0
1448,18783647,Mehta,Rajesh,767,Tamil Nadu,Male,63,3,0.0,2,1,0,1284423.65,1
1449,13318270,Saxena,Suresh,744,Gujarat,Male,26,2,638195.86,1,1,1,690683.99,0
1450,11174956,Singh,Divya,510,Tamil Nadu,Female,40,0,0.0,2,0,1,1214160.52,0
1451,17170725,Shah,Manish,548,Karnataka,Male,47,2,0.0,2,1,0,1885659.24,0
1452,15153401,Yadav,Isha,406,Karnataka,Female,43,2,419634.82,2,1,0,1232685.42,1
1453,10361557,Pandey,Nikhil,816,Gujarat,Male,60,8,0.0,1,1,1,1507209.55,1
1454,12634095,Iyer,Aditya,764,Karnataka,Male,37,2,459449.04,1,1,1,2300627.32,0
1455,12656708,Verma,Anjali,587,Maharashtra,Female,33,7,0.0,1,0,1,1834215.68,0
1456,17928404,Nair,Manish,328,Gujarat,Male,24,7,128714.8,1,1,1,2492663.42,0
1457,12706359,Shah,Rahul,417,Tamil Nadu,Male,40,2,1055031.66,2,0,1,357641.12,0
1458,18637175,Tiwari,Karan,432,Tamil Nadu,Male,62,9,0.0,1,0,1,1920902.2,0
1459,19064921,Yadav,Meera,457,Maharashtra,Female,45,9,0.0,3,1,1,1879853.04,1
1460,15912200,Reddy,Sunita,472,Tamil Nadu,Female,42,5,817674.49,1,0,1,432576.7,0
1461,19210133,Banerjee,Deepak,633,Delhi,Male,37,7,0.0,1,0,1,2420977.65,1
1462,11903852,Bose,Nikhil,720,Tamil Nadu,Male,60,7,0.0,2,1,1,2140950.19,1
1463,18190411,Pillai,Meera,559,Maharashtra,Female,31,9,139709.46,1,1,1,1367073.58,0
1464,16024297,Kumar,Amit,857,Tamil Nadu,Male,45,9,83967.28,2,0,1,691431.76,0
1465,14895606,Srivastava,Ananya,435,Gujarat,Female,25,8,807939.77,1,0,0,612506.3,0
1466,12531916,Srivastava,Siddharth,515,Maharashtra,Male,41,8,273104.71,1,1,0,476131.28,1
1467,17311251,Pillai,Aarav,763,Gujarat,Male,46,7,113468.07,1,1,1,628906.42,0
1468,14521919,Kapoor,Isha,523,Delhi,Female,36,6,943753.06,1,0,1,2325327.89,0
1469,10707576,Malhotra,Rahul,794,Gujarat,Male,60,9,0.0,2,0,0,1652973.07,0
1470,10531844,Nair,Shreya,317,Tamil Nadu,Female,41,2,748134.37,1,1,1,469271.0,0
1471,15991028,Verma,Suresh,503,Karnataka,Male,52,6,1147685.35,2,1,0,2318211.5,0
1472,19339982,Iyer,Aditya,433,Tamil Nadu,Male,24,3,0.0,2,0,1,304787.81,0
1473,15488644,Mishra,Kavya,646,Gujarat,Female,58,1,0.0,2,1,0,1129075.01,0
1474,14256306,Pandey,Nikhil,407,Delhi,Male,28,7,137202.02,1,1,1,1902892.64,1
1475,19585101,Pillai,Meera,722,Delhi,Female,29,1,127965.29,2,1,1,2087007.14,0
1476,16994624,Joshi,Amit,812,Tamil Nadu,Male,37,0,867770.78,1,1,1,2135994.21,0
1477,10603578,Mehta,Pooja,314,Tamil Nadu,Female,61,4,0.0,2,0,1,2372823.31,0
1478,13867946,Sharma,Nisha,804,Tamil Nadu,Female,33,9,1120527.14,1,0,1,801486.26,0
1479,13541830,Kapoor,Aarav,888,Tamil Nadu,Male,29,8,1053513.07,1,1,1,1067361.0,0
1480,17194459,Mishra,Priya,803,Delhi,Female,26,4,0.0,2,1,0,1650673.3,0
1481,17510770,Srivastava,Sneha,473,Tamil Nadu,Female,47,1,0.0,2,1,0,2213753.95,0
1482,11265735,Gupta,Manish,410,Maharashtra,Male,62,9,1045750.1,1,1,0,1574242.29,0
1483,16464229,Singh,Vikram,416,Karnataka,Male,57,3,0.0,1,0,1,811241.57,1
1484,10896169,Das,Deepak,340,Maharashtra,Male,59,7,349786.94,4,1,1,2040682.6,0
1485,10886003,Desai,Manish,305,Delhi,Male,63,6,1019966.86,1,1,0,2272617.15,1
1486,15285579,Rao,Aarav,575,Delhi,Male,44,4,775264.88,1,1,0,199386.93,0
1487,19276341,Das,Karan,367,Delhi,Male,29,3,378671.15,1,1,1,191756.74,0
1488,12841812,Nair,Aditya,790,Tamil Nadu,Male,62,4,0.0,2,0,0,2393279.2,0
1489,14892434,Saxena,Sneha,426,Delhi,Female,31,6,517595.42,2,0,0,1471087.27,0
1490,16181068,Kumar,Manish,885,Delhi,Male,55,4,0.0,1,1,1,384797.18,0
1491,16132482,Verma,Riya,424,Maharashtra,Female,49,7,711151.57,2,1,1,1006966.15,0
1492,17791919,Reddy,Aditya,557,Delhi,Male,28,6,1453381.23,2,1,1,1496047.99,0
1493,12410721,Kumar,Pranav,650,Maharashtra,Male,37,6,0.0,2,1,0,1630521.14,0
1494,16809818,Menon,Sneha,608,Maharashtra,Female,27,8,0.0,4,1,1,558543.5,1
1495,13857410,Nair,Rajesh,548,Karnataka,Male,32,7,0.0,1,0,1,2128918.03,0
1496,19970468,Iyer,Manish,817,Tamil Nadu,Male,35,7,1424987.72,2,0,1,1444164.78,0
1497,16310338,Chatterjee,Pranav,342,Karnataka,Male,49,5,88548.73,2,0,1,1398434.07,0
1498,12540325,Agarwal,Pranav,702,Karnataka,Male,44,6,1125774.85,1,0,0,1434908.73,0
1499,10078435,Desai,Amit,445,Delhi,Male,57,7,486226.46,2,0,1,324433.53,0
1500,16080528,Agarwal,Divya,585,Gujarat,Female,34,4,0.0,2,0,1,1924991.84,0
1501,15684458,Das,Vikram,498,Karnataka,Male,31,9,0.0,2,0,1,366902.43,0
1502,17054809,Desai,Pooja,700,Karnataka,Female,55,1,0.0,2,0,1,1254740.46,0
1503,14722030,Chopra,Nisha,480,Maharashtra,Female,37,6,314593.83,1,0,0,1546628.21,0
1504,17647060,Singh,Rahul,491,Delhi,Male,47,9,1077563.3,2,1,0,670632.71,0
1505,15573400,Verma,Arjun,430,Delhi,Male,64,2,335537.65,1,1,1,1298606.52,0
1506,12620131,Pillai,Isha,708,Delhi,Female,23,9,0.0,1,1,1,844548.86,0
1507,11262112,Pillai,Shreya,713,Karnataka,Female,22,7,504722.83,2,1,0,1826312.27,0
1508,10388254,Iyer,Nikhil,463,Karnataka,Male,24,5,0.0,2,1,0,1418031.19,0
1509,14764423,Malhotra,Rahul,633,Karnataka,Male,38,3,0.0,2,1,1,394879.67,0
1510,10032231,Saxena,Manish,450,Tamil Nadu,Male,40,1,238859.39,2,1,1,1571706.13,0
1511,15281205,Shah,Pranav,413,Tamil Nadu,Male,41,6,1402245.04,1,1,0,496127.68,0
1512,18409007,Verma,Shreya,827,Tamil Nadu,Female,34,0,678684.78,2,1,0,186379.49,0
1513,19417213,Das,Shreya,660,Gujarat,Female,28,6,0.0,2,1,0,519327.54,0
1514,15993235,Yadav,Pranav,488,Maharashtra,Male,22,9,1142006.2,1,1,0,189968.68,0
1515,11552356,Menon,Pooja,529,Maharashtra,Female,46,9,1039725.14,1,1,1,2472078.65,1
1516,10176555,Kapoor,Priya,594,Maharashtra,Female,39,6,1106641.07,2,1,1,1650420.39,0
1517,14310442,Bose,Suresh,816,Karnataka,Male,62,9,255647.31,1,1,1,1631191.04,0
1518,15872186,Yadav,Vikram,373,Gujarat,Male,48,2,0.0,1,1,1,2345075.15,0
1519,16568473,Srivastava,Sneha,329,Maharashtra,Female,49,3,0.0,2,1,1,475889.48,0
1520,16689391,Chopra,Sneha,635,Gujarat,Female,25,3,1003533.11,4,1,0,244113.81,1
1521,18964440,Srivastava,Meera,566,Maharashtra,Female,63,3,0.0,2,1,1,1763618.09,0
1522,12900252,Menon,Manish,314,Gujarat,Male,48,8,1030234.99,2,1,1,1613375.94,0
1523,11470359,Kapoor,Rohan,727,Delhi,Male,61,5,1179372.65,1,1,0,2278873.11,0
1524,18222346,Saxena,Arjun,865,Maharashtra,Male,46,9,876204.53,1,0,1,929829.77,0
1525,14357958,Kapoor,Vikram,312,Karnataka,Male,25,8,1226308.04,3,0,1,1461806.56,0
1526,14642309,Iyer,Anjali,874,Delhi,Female,35,3,488767.21,2,1,1,1489938.01,0
1527,15269105,Verma,Rohan,611,Delhi,Male,29,6,106576.6,2,1,1,775296.56,0
1528,17374473,Kumar,Sneha,594,Delhi,Female,52,9,305946.61,1,0,1,1015299.11,0
1529,18968220,Bose,Rahul,366,Tamil Nadu,Male,46,8,0.0,2,1,1,988350.86,0
1530,17009534,Singh,Anjali,724,Karnataka,Female,57,9,0.0,1,1,0,2139145.43,0
1531,10548712,Menon,Meera,389,Delhi,Female,35,2,0.0,1,1,0,1051208.16,0
1532,15433289,Saxena,Suresh,694,Karnataka,Male,61,2,0.0,1,0,0,1625632.91,0
1533,18701618,Banerjee,Riya,753,Tamil Nadu,Female,24,5,777984.93,2,0,0,1047412.08,0
1534,10940364,Patel,Pranav,887,Delhi,Male,56,7,1223533.6,2,1,0,376919.34,1
1535,16230872,Joshi,Nikhil,897,Delhi,Male,40,0,1307289.81,2,1,1,2327809.46,0
1536,14376202,Verma,Isha,823,Maharashtra,Female,47,3,420926.76,1,1,1,362568.66,0
1537,17271153,Malhotra,Pooja,719,Maharashtra,Female,41,7,0.0,2,0,0,203357.14,0
1538,15819942,Iyer,Rohan,572,Tamil Nadu,Male,42,5,0.0,2,1,1,808995.38,0
1539,13297211,Kumar,Sneha,531,Maharashtra,Female,27,1,632103.93,1,1,0,824112.91,0
1540,17508206,Rao,Neha,472,Karnataka,Female,51,7,0.0,2,1,0,853404.12,0
1541,10896999,Pillai,Kavya,382,Tamil Nadu,Female,37,0,100777.9,3,1,1,2039682.87,0
1542,14057067,Nair,Manish,401,Maharashtra,Male,27,0,45875.34,1,0,0,845602.58,0
1543,17835552,Das,Priya,404,Karnataka,Female,39,6,928782.05,1,0,0,1644053.21,0
1544,14965455,Banerjee,Siddharth,342,Delhi,Male,48,9,0.0,3,1,0,197290.35,0
1545,14371214,Bose,Vikram,538,Gujarat,Male,30,2,226786.87,1,0,1,2250480.82,0
1546,10332728,Srivastava,Arjun,574,Karnataka,Male,47,7,540459.81,1,1,1,783090.35,0
1547,13966051,Desai,Rohan,396,Tamil Nadu,Male,33,8,0.0,2,1,1,1427113.45,0
1548,12900117,Yadav,Riya,314,Karnataka,Female,22,7,1119486.71,2,0,1,1498498.09,0
1549,10538862,Agarwal,Siddharth,608,Maharashtra,Male,42,0,975663.89,2,0,0,736596.48,0
1550,15214455,Menon,Kavya,528,Karnataka,Female,40,0,1443753.25,2,0,1,1551090.68,0
1551,19680500,Pandey,Siddharth,831,Gujarat,Male,63,5,606021.54,2,1,1,2191234.29,0
1552,17609089,Das,Shreya,731,Karnataka,Female,25,0,44665.02,1,0,1,948244.76,0
1553,18713645,Shah,Ananya,704,Tamil Nadu,Female,26,7,1271039.62,1,1,1,2346180.5,0
1554,12053162,Srivastava,Anjali,696,Gujarat,Female,55,5,0.0,1,0,1,724288.09,1
1555,15086024,Saxena,Ananya,557,Maharashtra,Female,21,4,406850.73,2,1,1,453535.21,0
1556,15887271,Chopra,Karan,663,Maharashtra,Male,55,5,0.0,2,1,1,991241.24,0
1557,13783488,Mehta,Meera,433,Karnataka,Female,23,3,0.0,1,1,1,2250805.18,0
1558,14883709,Reddy,Isha,392,Delhi,Female,56,0,0.0,1,1,1,554389.46,0
1559,19986556,Bose,Suresh,782,Tamil Nadu,Male,27,6,294711.15,2,1,1,1144785.64,0
1560,17749802,Chatterjee,Meera,629,Gujarat,Female,49,9,0.0,1,0,0,1628326.76,0
1561,15984282,Sharma,Deepak,767,Delhi,Male,35,8,0.0,1,0,0,2072365.59,1
1562,17539892,Bose,Amit,644,Maharashtra,Male,31,3,882955.47,2,1,1,2279794.87,0
1563,12867856,Singh,Anjali,821,Tamil Nadu,Female,38,3,1323580.41,2,0,1,2481108.75,0
1564,13580482,Reddy,Rahul,710,Delhi,Male,64,8,802517.25,1,1,0,2141028.62,1
1565,18568891,Sharma,Anjali,690,Tamil Nadu,Female,24,3,0.0,2,1,1,202043.74,0
1566,13449937,Menon,Siddharth,861,Delhi,Male,44,9,1117405.48,3,1,0,1091546.67,0
1567,13767513,Rao,Aditya,385,Tamil Nadu,Male,31,3,0.0,1,1,0,2161873.21,0
1568,11316879,Sharma,Manish,345,Maharashtra,Male,26,7,727696.1,2,0,1,2444488.01,0
1569,14025425,Pillai,Pranav,812,Karnataka,Male,38,3,10048.58,2,0,0,318086.88,0
1570,13335624,Das,Neha,644,Karnataka,Female,35,8,0.0,1,1,1,968474.87,0
1571,16855244,Kapoor,Manish,738,Karnataka,Male,23,7,816938.13,2,1,0,1690040.9,0
1572,16846379,Srivastava,Arjun,547,Maharashtra,Male,37,4,70534.26,1,1,0,1128258.53,0
1573,12025306,Kumar,Aarav,352,Tamil Nadu,Male,53,8,72699.1,1,0,0,543610.89,0
1574,12622667,Chatterjee,Rohan,704,Gujarat,Male,54,7,193556.74,1,1,1,2266774.68,0
